source,target,date,type,FATALITIES,LATITUDE,LOCATION,LONGITUDE,NOTES,记录数,YEAR
Soldiers of the Caliphate,Civilians,2016/10/29,Violence against civilians,1,36.365,Constantine,6.6147,"A policeman was killed on Saturday by three armed men in the province of Constantine, while investigators believe the assailants are members of the Islamic State. Three unidentified gunmen entered a restaurant in the Ziadia district of Constant",1,2016
GSPC: Salafist Group for Call and Combat,Private Security Forces,2004/12/22,Battle-No change of territory,1,36.8792,Skikda,6.9067,"25 December 2004 -Associated Press- a factory security guard was found with his throat slashed by suspected Islamic rebels. The man, 69, was killed Thursday while on duty at the factory, which made corks, in the Skikda region, 400 kilometers (2",1,2004
AQIM: Al Qaeda in the Islamic Maghreb,Private Security Forces,2009/2/23,Battle-No change of territory,9,36.6732,Ziama Mansouriah,5.4812,Nine members of a private security firm were killed when Islamist militants attacked their base near Jijel in northeastern Algeria,1,2009
Islamist Militia,Police Forces of Algeria (1999-),1999/9/26,Battle-No change of territory,2,35.4042,Tebessa,8.1242,"Two police officers were killed Sunday in Tebessa, in the far northeast of the country, during a weekend clash with eight Islamic extremists [specific group not named].",1,1999
Unidentified Armed Group,Military Forces of Algeria (1999-) Gendarmerie,1999/12/24,Battle-No change of territory,5,36.7525,Algiers,3.042,"A gendarme was killed on Friday when four armed men attacked his patrol at Mahelma, a suburb of Algiers, but his colleagues gunned down all the assailants [number of militants killed not reported].",1,1999
LIDD: The Islamic League for Preaching and Holy Struggle,Military Forces of Algeria (1999-),2000/1/27,Battle-No change of territory,2,36.7118,Tizi Ouzou,4.0459,"Jan 30 (Reuters)- Dawa wal Djihad fighters shot dead two government soldiers and wounded another on Saturday when they ambushed a military patrol in Tizi-Ouzou, El Watan reported on Sunday.",1,2000
LIDD: The Islamic League for Preaching and Holy Struggle,Police Forces of Algeria (1999-),2000/7/9,Battle-No change of territory,4,36.6906,Souk El Had,3.5891,"13 July 2000 Reuters Another newspaper, Le Matin, said rebels from the other radical group, Dawa Wal Djihad (Appeal and Struggle), on Tuesday slashed the throats of four policemen near Souk el-Had village in the province of Boumerdes, 60 km (38",1,2000
LIDD: The Islamic League for Preaching and Holy Struggle,Military Forces of Algeria (1999-),2000/3/12,Battle-No change of territory,4,36.7118,Tizi Ouzou,4.0459,"15 March 2000 Reuters- The rebels, hiding on both sides of the road, machinegunned an army convoy on Tuesday near Ahedad village in Tizi-Ouzou province, 90 km (56 miles) east of Algiers, killing four soldiers and wounding 15, it said.",1,2000
LIDD: The Islamic League for Preaching and Holy Struggle,Military Forces of Algeria (1999-),2000/6/6,Battle-No change of territory,11,36.7525,Algiers,3.042,Le Matin said. The soldiers were involved in an operation against rebels concealed in the in the region. At least four rebels had be,1,2000
LIDD: The Islamic League for Preaching and Holy Struggle,Military Forces of Algeria (1999-),2000/1/27,Battle-No change of territory,11,35.2575,Arris,6.3511,"Feb 2 2000- Lloyds-Eleven community guards were killed over the weekend in an attack on their barracks by Islamic militants, an Algerian newspaper reported today. The attack happened Saturday (Jan 29) night in Arris",1,2000
Islamist Militia,Police Forces of Algeria (1999-),2002/5/25,Battle-No change of territory,0,36.7525,Algiers,3.042,An Algerian policeman was shot and badly wounded by two armed Islamic extremists Saturday in central Algiers.,1,2002
Unidentified Armed Group,Police Forces of Algeria (1999-),2002/6/9,Battle-No change of territory,0,36.7525,Algiers,3.042,A policeman was shot in the leg while on patrol outside the government printing press in Algiers.,1,2002
Islamist Militia,Military Forces of Algeria (1999-),2002/11/29,Battle-No change of territory,0,36.7433,Bordj Menaiel,3.7173,Seven soldiers were wounded in a skirmish with a militant group of undetermined number during Friday 29 November night into Saturday morning at the western edge of Bordj Menaiel. Group name not reported.,1,2002
Islamist Militia,Military Forces of Algeria (1999-),2002/6/11,Battle-No change of territory,1,36.7525,Algiers,3.042,"The leader of one armed extremist group [group not named, additional information not available] was killed Tuesday by security forces in Cherarba, a southwestern suburb of Algeria",1,2002
Islamist Militia,Police Forces of Algeria (1999-),2002/10/8,Battle-No change of territory,1,35.5553,Batna,6.1786,An armed Islamist was killed Tuesday night by security forces in the town of Batna (435 km east of Algiers) near a mosque . Another armed Islamist managed to escape the police. The armed Islamist group is not named.,1,2002
Unidentified Armed Group,Police Forces of Algeria (1999-),2002/1/5,Battle-No change of territory,1,36.2675,Medea,2.75,"In Medea, a town south of Algiers, another armed group shot dead a police officer on Saturday.",1,2002
Islamist Militia,Police Forces of Algeria (1999-),2002/11/21,Battle-No change of territory,1,36.5422,Boghni,3.9531,A police officer was murdered by an Islamist armed group Thursday Boghni in the Tizi Ouzou region. Perpetrators not identified by group.,1,2002
Unidentified Armed Group,Police Forces of Algeria (1999-),2002/5/13,Battle-No change of territory,2,36.7525,Algiers,3.042,who immediately fled from the scene. Perpetrators not identified.,1,2002
Unidentified Armed Group,Military Forces of Algeria (1999-),2002/12/18,Battle-No change of territory,2,36.8558,Sidi Daoud,3.8567,"Yesterday 18 December , at about 1400 local time , a military attachment fell in an ambush which cost two soldiers from the Peoples National Army ANP their lives and wounded two others on the road linking Sahel Boubarek with Sidi Daoud.",1,2002
Islamist Militia,Military Forces of Algeria (1999-),2002/2/4,Battle-No change of territory,2,36.7262,Bou khalfa,4.0169,Two communal guards were killed and three wounded in the attack on their patrol by an Islamist armed group near Tizi Ouzou (110 km east of Algiers). The attack occurred at Boukhalfa. Not specified whether GIA or GSPC.,1,2002
Islamist Militia,Military Forces of Algeria (1999-),2002/12/12,Battle-No change of territory,2,36.535,Draa El Mizan,3.8336,Two suspected Islamic extremists were killed and their weapons seized on Thursday during an army raid near Draa El Mizan in the Berber region of Kabylie.,1,2002
Islamist Militia,Military Forces of Algeria (1999-),2002/4/24,Battle-No change of territory,2,36.7066,Sidi Ali Bounab,3.8749,"Two soldiers were killed and three of their colleagues injured in an ambush by armed extremists on Wednesday in the Sidi Ali Bounab forest in Kabylie, about 100 kilometres (60 miles) east of Algiers",1,2002
Islamist Militia,Military Forces of Algeria (1999-),2002/3/22,Battle-No change of territory,3,36.0444,Oued Djemaa,2.3615,Three soldiers were killed and one injured Friday in an ambush allegedly carried out by an armed Islamic group at Oued El Djemaa. Group responsible not identified in report.,1,2002
Islamist Militia,Police Forces of Algeria (1999-),2002/1/5,Battle-No change of territory,7,36.2675,Medea,2.75,"Six Islamic extremists attacked a police barricade Saturday evening at a gateway to the city of Medea, some 80 kilometers (50 miles) south of the capital, killing one police officer. Security forces returned fire, killing one assailant, while t",1,2002
Islamist Militia,Military Forces of Algeria (1999-),2003/12/13,Battle-No change of territory,1,36.7359,Reghaia,3.3402,"An armed Islamist was killed , another captured Saturday in a clash with security forces in Reghaiea , a suburb east of Algiers ,",1,2003
Unidentified Armed Group,Police Forces of Algeria (1999-),2003/2/20,Battle-No change of territory,1,36.7525,Algiers,3.042,A police officer was killed on Thursday by a group of armed attackers in Algiers.,1,2003
Islamist Militia,Police Forces of Algeria (1999-),2003/10/27,Battle-No change of territory,1,36.9,Annaba,7.7667,An alleged Islamic militant was killed and another wounded in addition to four police officers Monday night in a clash on the countrys eastern coast. The fighting between police forces and four alleged armed Islamic militants took place in Anna,1,2003
Islamist Militia,Police Forces of Algeria (1999-),2003/12/6,Battle-No change of territory,1,36.38,Bouira,3.9014,A police officer was killed by alleged armed Islamic militants in Algeria,1,2003
Unidentified Armed Group,Military Forces of Algeria (1999-),2005/3/24,Battle-No change of territory,2,36.7254,Thenia,3.5567,"Armed men shot dead two soldiers as they were walking back to barracks at Thenia, 50 kilometres (30 miles) east of the capital.",1,2005
Islamist Militia,Police Forces of Algeria (1999-),2006/11/9,Battle-No change of territory,0,36.6833,Idjeur,4.5,A volley of shots was exchanged between a group of three armed militants and a police patrol from the Bouzeguenes security agency,1,2006
Islamist Militia,Military Forces of Algeria (1999-),2006/6/11,Battle-No change of territory,1,36.7097,Beni Khettab,5.8394,A militant active in the group called Latissam was killed by soldiers lying in ambush,1,2006
Islamist Militia,Military Forces of Algeria (1999-),2006/6/20,Battle-No change of territory,1,36.7441,Tadmait,3.9005,the military killed a militant during a search of the wooded massif of Sidi Ali Bounab,1,2006
Islamist Militia,Police Forces of Algeria (1999-),2006/6/25,Battle-No change of territory,2,36.7664,Boumerdes,3.4772,two suspected militants were killed Sunday near the city of Boumerdes following the assassination of a local police chief.,1,2006
Islamist Militia,Police Forces of Algeria (1999-),2006/8/29,Battle-No change of territory,3,36.6794,El Kseur,4.8555,militants attacked policemen on duty in the town center of El-Kseur. 2 policemen and one civilians were killed,1,2006
Islamist Militia,Military Forces of Algeria (1999-),2006/6/17,Battle-No change of territory,5,36.0715,Douar Mokorno,2.8922,"An armed Islamist group killed five soldiers this weekend in an ambush south of Algerias capital, a news report said Sunday.The attack late Saturday occurred in the village of Mont Mokorno, about 80 kilometers south of Algiers. The army respond",1,2006
Islamist Militia,Police Forces of Algeria (1999-),2008/6/11,Battle-No change of territory,1,33.3561,El Oued,6.8632,"the militant Rezzag Habla Salem, called Al-Fodhil Abou Dardaa fought with security forces and was killed at an apartment complex in El-Oued center",1,2008
Islamist Militia,Police Forces of Algeria (1999-),2008/3/29,Battle-No change of territory,1,35.6911,Oran,-.6417,Would-be suicide bomber killed,1,2008
Islamist Militia,Police Forces of Algeria (1999-),2008/3/11,Battle-No change of territory,2,35.8911,Bou Caid,1.6197,militants attack on municipal guard vehicle. 2 guards killed,1,2008
Islamist Militia,Military Forces of Algeria (1999-),2008/6/9,Battle-No change of territory,3,36.65,Khemis El Khechna,3.3308,3 militants killed,1,2008
Islamist Militia,Police Forces of Algeria (1999-),2008/3/5,Battle-No change of territory,3,36.6732,Ziama Mansouriah,5.4812,"A militant group that was lying in ambush opened fire on a group of security guards providing surveillance of the National Gas Companys [Sonelgaz] infrastructures, killing three",1,2008
Islamist Militia,Military Forces of Algeria (1999-),2008/6/5,Battle-No change of territory,6,36.8778,Cap Djinet,3.7205,six soldiers were killed and four wounded in an attack blamed on Islamic militants,1,2008
Unidentified Armed Group,Police Forces of Algeria (1999-),2009/8/15,Battle-No change of territory,1,36.8886,Tigzirt,4.1198,An explosion followed by gunfire left one police officer dead and two others wounded at an observation post at the entrance of a beach in northern Algeria. The source of the explosion is unknown.,1,2009
Unidentified Armed Group,Military Forces of Algeria (1999-),2009/12/1,Battle-No change of territory,2,36.6412,Ait Yahia Moussa,3.8884,Two armed activists were slain and another wounded yesterday in an ambush laid by some soldiers near the village of Tagnit. The security forces recovered two Kalashnikov-type weapons from these armed actors.,1,2009
Unidentified Armed Group,Military Forces of Algeria (1999-),2010/8/26,Battle-No change of territory,1,36.7936,Aghribs,4.3116,One member of the military is dead and two wounded when suspected members of a terror organization attacked their vehicle.,1,2010
Unidentified Armed Group,Military Forces of Algeria (1999-),2010/8/27,Battle-No change of territory,2,36.5646,Lakhdaria,3.5933,Members of the army kill two of an armed group of men.,1,2010
Unidentified Armed Group,Military Forces of Algeria (1999-),2010/11/6,Battle-No change of territory,2,36.8169,Baghlia,3.8572,Two members of an unknown armed group are killed by members of the military.,1,2010
Unidentified Armed Group,Military Forces of Algeria (1999-) Gendarmerie,2010/11/29,Battle-No change of territory,2,36.8006,Ouled Ziane,3.6897,A brigade of the National Gendarmerie from Legata was wounded in a militant attack on 29 November near the village of Ouled Ziane. Militants blew up a homemade bomb as the vehicles from the security forces drove. Two militants were killed In th,1,2010
Unidentified Armed Group,Military Forces of Algeria (1999-),2010/8/26,Battle-No change of territory,3,36.7441,Tadmait,3.9005,Algerian forces kill three members of a suspected terror organization.,1,2010
CNCD: National Coordination for Change and Democracy,Police Forces of Algeria (1999-),2011/3/12,Battle-No change of territory,0,36.7525,Algiers,3.042,Anti-riot police put down an anti Bouteflika protest before it is able to begin.,1,2011
CNCD: National Coordination for Change and Democracy,Police Forces of Algeria (1999-),2011/3/26,Battle-No change of territory,0,36.7525,Algiers,3.042,Police again scuffle with reform protesters.,1,2011
Unidentified Armed Group (Morocco),Military Forces of Algeria (1999-),2011/4/2,Battle-No change of territory,0,31.6167,Bechar,-2.2167,"Border guards clash with Moroccan drug smugglers at a border town. No report of injury, arrests, or death,",1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/7/28,Battle-No change of territory,0,36.75,Bejaia,5.0833,Police forces arrest several members of an armed gang that specializes in stealing transport trucks and selling the inventory they hold.,1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/1/7,Battle-No change of territory,0,36.8558,Sidi Daoud,3.8567,Two gendarmes wounded in car bomb explosion near their headquarters. An exchange of fire ensured between the gendarmes and militants that were positioned on the heights of a hill.,1,2011
Unidentified Armed Group (Libya),Military Forces of Algeria (1999-),2011/12/13,Battle-No change of territory,0,26.5048,Illizi,8.4812,Security forces arrest a group of Libyan weapons smugglers in the eastern desert.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/9/17,Battle-No change of territory,0,26.5048,Illizi,8.4812,Security forces arrest two and charge them with providing smuggled Libyan weaponry to elements of AQIM.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/9/13,Battle-No change of territory,0,36.5929,Taguemount Oukerrouch,4.0552,"Security forces and a militant group exchange fire. No report of death or injury. Soldiers stationed in the Beni Douala region skirmished with a major militant group near the village of Taguemount Oukerouche, in the Beni Douala region, 20 or so",1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/5/26,Battle-No change of territory,0,36.5241,Ait Saada,4.2783,Local police foil a suicide bomber from entering their police station. The unknown individual was shot and killed.,1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/7/26,Battle-No change of territory,1,36.4897,Bouhamza,4.6068,A suicide bomber blows himself up to avoid arrest. There were no other injuries or causalities.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/1/9,Battle-No change of territory,1,36.5717,Gouraya,1.9035,and recover an AK-47.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/5/15,Battle-No change of territory,1,36.5833,Beni Yenni,4.2,"One soldier is killed, two wounded during a gunfight with militants in the bush of Berkmouch, near Ath (Beni) Yenni, 40 kilometres southeast of Tizi Ouzou.",1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/8/23,Battle-No change of territory,2,36.1525,Hasnaoua,4.7953,"Two police are targeted and killed by an armed group, a civilian is wounded.",1,2011
Islamist Militia,Military Forces of Algeria (1999-),2011/5/15,Battle-No change of territory,2,36.5646,Lakhdaria,3.5933,in a gunfight.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/2/23,Battle-No change of territory,2,36.7978,Ain El Hamra,3.7175,"A group of men, armed with AK-47s, are shot and killed by members of the military.",1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/1/31,Battle-No change of territory,2,36.1653,Chlef,1.3345,Police kill two Islamist militants and seize a large cache of weapons.,1,2011
Unidentified Armed Group (Libya),Military Forces of Algeria (1999-),2011/12/23,Battle-No change of territory,2,24.5527,Djanet,9.4858,"Algerian authorities arrest a group of arms dealers from Libya near the border. The joint forces, supported by assault helicopters, pursued a militant group in a rocky desert area, southwest of Tegasist, used by smugglers to sneak into Algeria",1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/2/6,Battle-No change of territory,2,34.7449,Bir El-Ater,8.0602,Algerian forces kill two Islamist militants during a skirmish with soldiers.,1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/7/4,Battle-No change of territory,2,36.5647,Ain-El-Hammam,4.3062,A police officer is killed and another wounded during a clash with militants. One of the assailants was gunned down by police who lost one man while another officer was rushed to hospital with serious injuries.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/2/2,Battle-No change of territory,3,36.3499,Semmach,4.1561,Police kill three Islamist militants in an ambush and raid their hideout.,1,2011
Unidentified Armed Group,Police Forces of Algeria (1999-),2011/4/28,Battle-No change of territory,3,36.83,Boumlin,3.6992,Three police are killed in an ambush.,1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2011/4/28,Battle-No change of territory,3,36.5483,Ain Zaouia,3.8942,"Soldiers kill three weapon smugglers, two Algerian, one Mauritanian along the border.",1,2011
Unidentified Armed Group (Libya),Military Forces of Algeria (1999-),2011/4/19,Battle-No change of territory,4,19.6633,In Guezzam,5.7332,"Four Libyan militants are killed, two arrested in a clash with soldiers.",1,2011
Unidentified Armed Group,Military Forces of Algeria (1999-),2012/7/4,Battle-No change of territory,0,36.6195,Beni Douala,4.0828,A group of militants clashed with the army. No casualties were reported.,1,2012
Unidentified Armed Group,Police Forces of Algeria (1999-) Municipal Guard,2012/3/23,Battle-No change of territory,1,36.1214,Bordj Emir Khaled,2.2044,A municipal guard is killed and another wounded when they came under surprise attack.,1,2012
Unidentified Armed Group,Military Forces of Algeria (1999-),2012/6/17,Battle-No change of territory,1,36.4686,Blida,2.8289,"security forces killed a third militant Sunday believed to be part of AQIM and slightly injured another one,",1,2012
Unidentified Armed Group,Police Forces of Algeria (1999-),2012/6/21,Battle-No change of territory,1,36.38,Bouira,3.9014,One Algerian police officer was killed and two others injured in a terror attack in downtown Bouira,1,2012
Unidentified Armed Group,Military Forces of Algeria (1999-),2012/5/19,Battle-No change of territory,1,36.8432,Tala Toughrast,4.044,ecurity forces succeeded in eliminating a militant in the municipality of Mizrana. A Kalashnikov type weapon was recovered.,1,2012
Unidentified Armed Group,Police Forces of Algeria (1999-),2012/4/5,Battle-No change of territory,1,36.7118,Tizi Ouzou,4.0459,attack in Tizi Ouzou.,1,2012
Unidentified Armed Group,Police Forces of Algeria (1999-),2012/6/16,Battle-No change of territory,2,36.522,Ouacifs,4.2049,"Two Algerian police officers were killed and five others, including three civilians, injured in an attack against a police barrack",1,2012
Unidentified Armed Group,Military Forces of Algeria (1999-),2012/8/15,Battle-No change of territory,4,35.4358,Khenchela,7.1433,Four militants were killed during a one-week combing operation conducted by Algerian army in Algerian-Tunisian border area,1,2012
Unidentified Armed Group,Military Forces of Algeria (1999-),2012/8/15,Battle-No change of territory,4,35.4042,Tebessa,8.1242,Four militants were killed during a one-week combing operation conducted by Algerian army in Algerian-Tunisian border area,1,2012
Unidentified Armed Group,Police Forces of Algeria (1999-),2012/4/30,Battle-No change of territory,4,36.6818,Mekla,4.2638,Gunmen in Algerias restive Kabylie region on Monday shot dead four policemen and seriously wounded another two.,1,2012
Unidentified Armed Group,Police Forces of Algeria (1999-),2014/1/28,Battle-No change of territory,3,36.605,Cherchell,2.1908,"Man commits suicide afterÊkillingÊtwo officers in Cherchell, west of Algiers.",1,2014
Unidentified Armed Group,Police Forces of Algeria (1999-),2015/7/6,Battle-No change of territory,0,36.38,Bouira,3.9014,"Two policemen were wounded during an attack carried out in the middle of Bouira by an unidentified armed group. The gunmen, who were in a car, fired at a police patrol near the OPOW Rabat Bitat sports complex wounding two policemen who were tak",1,2015
Unidentified Armed Group,Police Forces of Algeria (1999-),2015/2/2,Battle-No change of territory,2,36.38,Bouira,3.9014,"Two police officers were shot dead by a militant group in a cafe on 2 February in eastern Bouira. The attackers, holding Kalashnikovs attacked the police officers who were in plain clothes working at a security checkpoint on a street in Laajiba",1,2015
Islamist Militia,Military Forces of Algeria (1999-),2016/1/15,Battle-No change of territory,1,35.38285,Ben Foudhala El Hakania,6.04773,"An armed militant was killed near Batna by the army. The operation also allowed elements of the ANP to recover a (FMPK) machine gun type, a quantity of ammunition (160 bullets), a pair of binoculars, five (5) mobile phones and other items.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/1/15,Battle-No change of territory,1,35.3829,Ben Foudhala El Hakania,6.0477,"An armed militant was killed near Batna by the army. The operation also allowed elements of the ANP to recover a (FMPK) machine gun type, a quantity of ammunition (160 bullets), a pair of binoculars, five (5) mobile phones and other items.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/1/12,Battle-No change of territory,1,36.67324,Ziama Mansouriah,5.4812,"An armed islamist was killed on Tuesday by the Algerian army in the surroundings of Ziama-Manzouria, in Jijel.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/1/12,Battle-No change of territory,1,36.6732,Ziama Mansouriah,5.4812,"An armed islamist was killed on Tuesday by the Algerian army in the surroundings of Ziama-Manzouria, in Jijel.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/5/3,Battle-No change of territory,1,36.92917,Kerkera,6.58556,A seventh Islamist was killed in the same week by the Algerian army near Kerkra.,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/5/3,Battle-No change of territory,1,36.9292,Kerkera,6.5856,A seventh Islamist was killed in the same week by the Algerian army near Kerkra.,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/9/23,Battle-No change of territory,1,36.49389,Menaceur,2.24306,"The army killed a militant in the locality of Menaceur, Tipaza province.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/9/23,Battle-No change of territory,1,36.4939,Menaceur,2.2431,"The army killed a militant in the locality of Menaceur, Tipaza province.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/7/19,Battle-No change of territory,1,36.61675,Bouzeguene,4.47938,"Algerian military forces on Tuesday killed an armed militant in the upper woods of the province of Tizi Ouzou, 120 km eastern Algiers. The troops launched a wide scale operation in Bouzeguene, eastern Tizi Ouzou, as they recovered a Kalashnikov submachine gun, a quantity of ammunition and binoculars. The source noted that the operation is still underway.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/7/19,Battle-No change of territory,1,36.6168,Bouzeguene,4.4794,"Algerian military forces on Tuesday killed an armed militant in the upper woods of the province of Tizi Ouzou, 120 km eastern Algiers. The troops launched a wide scale operation in Bouzeguene, eastern Tizi Ouzou, as they recovered a Kalashnikov",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/4/28,Battle-No change of territory,2,36.80666,Ouled Aissa,3.81431,A detachment of the People's National Army killed two militants and recovered weapons and munitions in the province of Boumerdes (50-km east of Algiers) on Thursday.,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/4/28,Battle-No change of territory,2,36.8067,Ouled Aissa,3.8143,A detachment of the Peoples National Army killed two militants and recovered weapons and munitions in the province of Boumerdes (50-km east of Algiers) on Thursday.,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/11/4,Battle-No change of territory,2,36.77513,El Aouana,5.59993,Two Islamists militants have been killed and two Kalachnikov machine pistols were recovered by a detachment of the People’s National Army (ANP) on Friday near Jijel,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/11/4,Battle-No change of territory,2,36.7751,El Aouana,5.5999,Two Islamists militants have been killed and two Kalachnikov machine pistols were recovered by a detachment of the PeopleÕs National Army (ANP) on Friday near Jijel,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/9/25,Battle-No change of territory,2,35.9114,Boghar,2.7167,"Algerian counterterrorism troops killed on Sunday night two armed militants in the province of Medea, 145 km southwest of Algiers. The two militants were killed in an ambush set up in the woods of Boghar, as the troops retrieved a Kalashnikov machine gun, a quantity of ammunition, a grenade, binoculars and six mobile phones",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/9/25,Battle-No change of territory,2,35.9114,Boghar,2.7167,"Algerian counterterrorism troops killed on Sunday night two armed militants in the province of Medea, 145 km southwest of Algiers. The two militants were killed in an ambush set up in the woods of Boghar, as the troops retrieved a Kalashnikov m",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/10/7,Battle-No change of territory,4,36.89306,Azeffoun,4.42,"Four armed Islamists were killed Friday in an Algerian army operation in Azzefoun, Tizi Ouzou region, 110 kilometres (70 miles) east of Algiers. ",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/10/7,Battle-No change of territory,4,36.8931,Azeffoun,4.42,"Four armed Islamists were killed Friday in an Algerian army operation in Azzefoun, Tizi Ouzou region, 110 kilometres (70 miles) east of Algiers.",1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/5/31,Battle-No change of territory,8,36.20893,Guelta Zerka,5.68623,Eight suspected militants were killed in the forests near El Eulma by the Algerian army. The group was moving south from Jijel province when they were ambushed by soldiers near El Eulma.,1,2016
Islamist Militia,Military Forces of Algeria (1999-),2016/5/31,Battle-No change of territory,8,36.2089,Guelta Zerka,5.6862,Eight suspected militants were killed in the forests near El Eulma by the Algerian army. The group was moving south from Jijel province when they were ambushed by soldiers near El Eulma.,1,2016
Unidentified Armed Group,GLD: Legitimate Defence Groups Militia,2011/7/10,Battle-No change of territory,1,34.5551,Oued Sebaa,-.8235,A member of a militia is assassinated by an armed group when he is shot not far from his home.,1,2011
Unidentified Armed Group (Mali),Unidentified Armed Group (Mali),2013/12/15,Battle-No change of territory,0,21.3292,Bordj Badji Mokhtar,.9479,An armed confrontation took place on the border strip with Mali yesterday [15 December] between drug dealers and organized crime gangs following anÊattackÊby elements of the latter on a convoy of six 4WD vehicles carrying drugs. The conflict en,1,2013
El-Farouk Brigade,Patriots Militia,2013/1/27,Battle-No change of territory,3,36.4764,Djebahia,3.7588,An attack Sunday night in Djebahia left three Patriots Militia guards dead and seven injured. The victims reportedly prevented al-Qaedas El Farouk brigade from blowing up the Sonatrach gas pipeline between Bouira and Tizi Ouzou.,1,2013
GLD: Legitimate Defence Groups Militia,Unidentified Armed Group,2009/7/5,Remote violence,0,35.6167,Taxlent,5.8167,"Two people were wounded in the explosion of a homemade bomb in the spot known as Merkounda, in the municipality of Taxlente",1,2009
GLD: Legitimate Defence Groups Militia,Unidentified Armed Group,2009/5/5,Remote violence,0,36.7463,Naciria,3.8316,"A bomb exploded in Naciria, injuring three, two patriots [Patriot: Algerian government-sponsored militia] and one citizen.",1,2009
Unidentified Armed Group,GLD: Legitimate Defence Groups Militia,2011/6/20,Remote violence,0,36.8792,Skikda,6.9067,A soldier and two militia members are wounded when a homemade bomb is detonated.,1,2011
Unidentified Armed Group,Protesters,2013/5/24,Violence against civilians,0,35.7964,Ain Beida,7.3928,by unknown assailants. Unknown assailants in cars assaulted groups of unemployed people who gathered on Friday evening [24 May] to plan for the protest.,1,2013
Unidentified Armed Group,Civilians,1999/9/27,Remote violence,1,36.8,Jijel,5.7667,A laborer was killed in a bomb explosion in which 16 people were also injured. The explosion occurred in Jijel.,1,1999
Unidentified Armed Group,Civilians,2002/8/15,Remote violence,0,36.2641,Ain Defla,1.9679,A person cleaning up a home in Ain Defla that had reportedly been unoccupied for some time was injured when a bomb on the premises exploded.,1,2002
Islamist Militia,Civilians,2002/4/13,Remote violence,0,36.7525,Algiers,3.042,Home-made bombs set by armed Islamic extremists wounded nine people Saturday in the Algerian capital. Perpetrators not identified.,1,2002
Unidentified Armed Group,Civilians,2002/6/9,Remote violence,0,36.7525,Algiers,3.042,Two people were injured in a bomb explosion at a weekly market in the southwestern Algiers suburb of Cherarba.,1,2002
Unidentified Armed Group,Civilians,2002/3/18,Remote violence,0,36.7525,Algiers,3.042,"A rush-hour bomb attack in central Algiers on Monday injured 13 people, three of them seriously. The bomb was placed at the foot of a palm tree near the main post office in the city centre and exploded just before 5:00 pm (1600 GMT) when the ar",1,2002
Unidentified Armed Group,Civilians,2002/9/20,Remote violence,0,36.95,Douar Des Ouled Attia,7.5,"In the district of Ouled Attia, a citizen lost an arm after touching a bottle bomb that had been thrown on the beach.",1,2002
Unidentified Armed Group,Civilians,2002/6/4,Remote violence,0,36.6117,Ait Mesbah,4.0615,"Four people were wounded, one seriously, when a bomb exploded Tuesday in Algerias northeastern Kabylie region. The victims were injured as they passed by a rubbish dump where the bomb was concealed at Ait Mesbah, near Tizi Ouzou.",1,2002
Unidentified Armed Group,Civilians,2002/6/21,Remote violence,1,36.1653,Chlef,1.3345,"One person was killed and 31 injured Friday in two separate bomb attacks in the town of Chlef, west of the capital Algiers. A woman was killed in the first explosion in a public park while the second bomb in a busy market injured 31 people, inc",1,2002
